yearstart,locationabbr,stratificationcategory1,stratification1,overweight_value,obesity_value,obesity_high_risk,overweight_high_risk
2013,KS,Race/Ethnicity,Non-Hispanic Black,31.3,40.5,1,0
2013,KS,Race/Ethnicity,Non-Hispanic White,35.3,29.4,0,1
2013,KS,Race/Ethnicity,Other,40.7,27.8,0,1
2013,KS,Sex,Female,29.8,29.4,0,0
2013,KS,Sex,Male,40.6,30.5,0,1
2013,KS,Total,Total,35.3,30.0,0,1
2013,KY,Age (years),18 - 24,24.3,18.4,0,0
2013,KY,Age (years),25 - 34,33.7,29.2,0,0
2013,KY,Age (years),35 - 44,34.4,38.6,1,0
2013,KY,Age (years),45 - 54,34.2,38.6,1,0
2013,KY,Age (years),55 - 64,36.5,40.5,1,1
2013,KY,Age (years),65 or older,38.2,29.7,0,1
2013,KY,Education,College graduate,38.8,25.7,0,1
2013,KY,Education,High school graduate,34.6,35.7,1,0
2013,KY,Education,Less than high school,29.5,34.2,1,0
2013,KY,Education,Some college or technical school,33.4,34.3,1,0
2013,KY,Income,"$15,000 - $24,999",26.1,37.4,1,0
2013,KY,Income,"$25,000 - $34,999",36.6,38.3,1,1
2013,KY,Income,"$35,000 - $49,999",36.9,34.8,1,1
2013,KY,Income,"$50,000 - $74,999",40.6,32.8,1,1
2013,KY,Income,"$75,000 or greater",39.2,29.1,0,1
2013,KY,Income,Data not reported,31.0,30.3,0,0
2013,KY,Income,"Less than $15,000",29.2,38.1,1,0
2013,KY,Race/Ethnicity,2 or more races,30.5,34.0,1,0
2013,KY,Race/Ethnicity,American Indian/Alaska Native,13.7,43.1,1,0
2013,KY,Race/Ethnicity,Hispanic,37.2,29.2,0,1
2013,KY,Race/Ethnicity,Non-Hispanic Black,26.7,40.9,1,0
2013,KY,Race/Ethnicity,Non-Hispanic White,34.9,32.8,1,1
2013,KY,Sex,Female,30.1,33.1,1,0
2013,KY,Sex,Male,38.1,33.3,1,1
2013,KY,Total,Total,34.1,33.2,1,0
2013,LA,Age (years),18 - 24,24.7,17.7,0,0
2013,LA,Age (years),25 - 34,34.1,27.5,0,0
2013,LA,Age (years),35 - 44,36.0,40.4,1,1
2013,LA,Age (years),45 - 54,35.5,40.5,1,1
2013,LA,Age (years),55 - 64,36.2,37.8,1,1
2013,LA,Age (years),65 or older,37.1,32.2,1,1
2013,LA,Education,College graduate,38.3,25.8,0,1
2013,LA,Education,High school graduate,34.8,34.7,1,1
2013,LA,Education,Less than high school,27.8,38.8,1,0
2013,LA,Education,Some college or technical school,35.0,32.5,1,1
2013,LA,Income,"$15,000 - $24,999",29.9,36.8,1,0
2013,LA,Income,"$25,000 - $34,999",37.6,28.2,0,1
2013,LA,Income,"$35,000 - $49,999",33.9,38.4,1,0
2013,LA,Income,"$50,000 - $74,999",41.5,28.7,0,1
2013,LA,Income,"$75,000 or greater",38.9,30.6,0,1
2013,LA,Income,Data not reported,33.2,27.1,0,0
2013,LA,Income,"Less than $15,000",26.2,40.3,1,0
2013,LA,Race/Ethnicity,Hispanic,29.7,27.3,0,0
2013,LA,Race/Ethnicity,Non-Hispanic Black,32.7,40.7,1,0
2013,LA,Race/Ethnicity,Non-Hispanic White,35.4,30.2,0,1
2013,LA,Sex,Female,27.4,35.0,1,0
2013,LA,Sex,Male,41.3,31.1,0,1
2013,LA,Total,Total,34.3,33.1,1,0
2013,MA,Age (years),18 - 24,26.1,10.4,0,0
2013,MA,Age (years),25 - 34,31.6,22.1,0,0
2013,MA,Age (years),35 - 44,36.6,23.5,0,1
2013,MA,Age (years),45 - 54,33.4,29.4,0,0
2013,MA,Age (years),55 - 64,37.7,29.0,0,1
2013,MA,Age (years),65 or older,38.5,23.8,0,1
2013,MA,Education,College graduate,34.6,16.8,0,0
2013,MA,Education,High school graduate,35.1,28.4,0,1
2013,MA,Education,Less than high school,35.5,30.2,0,1
2013,MA,Education,Some college or technical school,33.0,25.3,0,0
2013,MA,Income,"$15,000 - $24,999",33.2,27.2,0,0
2013,MA,Income,"$25,000 - $34,999",35.9,24.1,0,1
2013,MA,Income,"$35,000 - $49,999",34.9,27.3,0,1
2013,MA,Income,"$50,000 - $74,999",34.6,27.2,0,0
2013,MA,Income,"$75,000 or greater",35.7,19.3,0,1
2013,MA,Income,Data not reported,33.4,20.6,0,0
2013,MA,Income,"Less than $15,000",28.9,33.2,1,0
2013,MA,Race/Ethnicity,2 or more races,28.6,27.8,0,0
2013,MA,Race/Ethnicity,American Indian/Alaska Native,35.4,36.1,1,1
2013,MA,Race/Ethnicity,Asian,22.8,10.2,0,0
2013,MA,Race/Ethnicity,Hispanic,34.2,31.6,0,0
2013,MA,Race/Ethnicity,Non-Hispanic Black,36.0,33.8,1,1
2013,MA,Race/Ethnicity,Non-Hispanic White,35.2,23.0,0,1
2013,MA,Race/Ethnicity,Other,32.7,17.8,0,0
2013,MA,Sex,Female,27.3,21.4,0,0
2013,MA,Sex,Male,41.5,25.9,0,1
2013,MA,Total,Total,34.4,23.6,0,0
2013,MD,Age (years),18 - 24,26.2,15.4,0,0
2013,MD,Age (years),25 - 34,34.6,25.5,0,0
2013,MD,Age (years),35 - 44,35.2,29.4,0,1
2013,MD,Age (years),45 - 54,36.2,34.9,1,1
2013,MD,Age (years),55 - 64,39.1,33.1,1,1
2013,MD,Age (years),65 or older,41.0,27.0,0,1
2013,MD,Education,College graduate,38.2,21.7,0,1
2013,MD,Education,High school graduate,34.6,33.8,1,0
2013,MD,Education,Less than high school,38.4,30.9,0,1
2013,MD,Education,Some college or technical school,33.3,29.8,0,0
2013,MD,Income,"$15,000 - $24,999",33.6,32.6,1,0
2013,MD,Income,"$25,000 - $34,999",32.4,29.0,0,0
2013,MD,Income,"$35,000 - $49,999",35.4,31.1,0,1
2013,MD,Income,"$50,000 - $74,999",37.7,27.8,0,1
2013,MD,Income,"$75,000 or greater",38.5,26.1,0,1
2013,MD,Income,Data not reported,34.4,23.7,0,0
2013,MD,Income,"Less than $15,000",29.9,37.3,1,0
2013,MD,Race/Ethnicity,2 or more races,38.3,32.4,1,1
2013,MD,Race/Ethnicity,American Indian/Alaska Native,30.2,20.3,0,0
2013,MD,Race/Ethnicity,Asian,31.8,10.7,0,0
2013,MD,Race/Ethnicity,Hispanic,39.2,28.1,0,1
2013,MD,Race/Ethnicity,Non-Hispanic Black,33.7,37.3,1,0
2013,MD,Race/Ethnicity,Non-Hispanic White,37.0,25.5,0,1
2013,MD,Race/Ethnicity,Other,37.7,22.4,0,1
2013,MD,Sex,Female,30.9,28.8,0,0
2013,MD,Sex,Male,41.0,27.8,0,1
2013,MD,Total,Total,35.9,28.3,0,1
2013,ME,Age (years),18 - 24,26.6,15.1,0,0
2013,ME,Age (years),25 - 34,34.5,24.0,0,0
2013,ME,Age (years),35 - 44,34.8,33.2,1,1
2013,ME,Age (years),45 - 54,36.9,34.3,1,1
2013,ME,Age (years),55 - 64,37.0,33.4,1,1
2013,ME,Age (years),65 or older,40.7,27.2,0,1
2013,ME,Education,College graduate,36.8,22.2,0,1
2013,ME,Education,High school graduate,36.7,31.5,0,1
2013,ME,Education,Less than high school,32.1,34.2,1,0
2013,ME,Education,Some college or technical school,35.7,29.8,0,1
2013,ME,Income,"$15,000 - $24,999",32.3,33.7,1,0
2013,ME,Income,"$25,000 - $34,999",33.8,30.1,0,0
2013,ME,Income,"$35,000 - $49,999",41.2,28.4,0,1
2013,ME,Income,"$50,000 - $74,999",40.0,27.4,0,1
2013,ME,Income,"$75,000 or greater",37.7,25.3,0,1
2013,ME,Income,Data not reported,33.6,24.2,0,0
2013,ME,Income,"Less than $15,000",28.9,35.6,1,0
2013,ME,Race/Ethnicity,2 or more races,41.5,25.7,0,1
2013,ME,Race/Ethnicity,American Indian/Alaska Native,28.4,44.7,1,0
2013,ME,Race/Ethnicity,Hispanic,41.1,16.8,0,1
2013,ME,Race/Ethnicity,Non-Hispanic White,35.8,29.0,0,1
2013,ME,Sex,Female,30.2,28.7,0,0
2013,ME,Sex,Male,41.8,29.1,0,1
2013,ME,Total,Total,36.0,28.9,0,1
2013,MI,Age (years),18 - 24,26.7,16.5,0,0
2013,MI,Age (years),25 - 34,33.0,30.3,0,0
2013,MI,Age (years),35 - 44,32.4,33.7,1,0
2013,MI,Age (years),45 - 54,35.4,37.3,1,1
2013,MI,Age (years),55 - 64,36.9,37.6,1,1
2013,MI,Age (years),65 or older,40.8,29.8,0,1
2013,MI,Education,College graduate,36.4,25.5,0,1
2013,MI,Education,High school graduate,35.1,32.7,1,1
2013,MI,Education,Less than high school,34.2,31.5,0,0
2013,MI,Education,Some college or technical school,33.6,34.5,1,0
2013,MI,Income,"$15,000 - $24,999",31.3,37.0,1,0
2013,MI,Income,"$25,000 - $34,999",35.2,33.2,1,1
2013,MI,Income,"$35,000 - $49,999",34.7,34.4,1,0
2013,MI,Income,"$50,000 - $74,999",37.4,31.0,0,1
2013,MI,Income,"$75,000 or greater",37.2,27.8,0,1
2013,MI,Income,Data not reported,34.9,24.2,0,1
2013,MI,Income,"Less than $15,000",29.7,36.6,1,0
2013,MI,Race/Ethnicity,2 or more races,29.7,34.1,1,0
2013,MI,Race/Ethnicity,American Indian/Alaska Native,32.1,33.1,1,0
2013,MI,Race/Ethnicity,Asian,30.0,5.9,0,0
2013,MI,Race/Ethnicity,Hispanic,37.1,32.7,1,1
2013,MI,Race/Ethnicity,Non-Hispanic Black,33.4,39.2,1,0
2013,MI,Race/Ethnicity,Non-Hispanic White,35.2,30.6,0,1
2013,MI,Sex,Female,29.3,31.9,1,0
2013,MI,Sex,Male,40.1,31.1,0,1
2013,MI,Total,Total,34.7,31.5,0,0
2013,MN,Age (years),18 - 24,21.5,11.4,0,0
2013,MN,Age (years),25 - 34,31.8,23.2,0,0
2013,MN,Age (years),35 - 44,38.1,27.9,0,1
2013,MN,Age (years),45 - 54,38.7,30.4,0,1
2013,MN,Age (years),55 - 64,40.0,31.2,0,1
2013,MN,Age (years),65 or older,39.6,24.8,0,1
2013,MN,Education,College graduate,37.5,19.1,0,1
2013,MN,Education,High school graduate,36.7,28.7,0,1
2013,MN,Education,Less than high school,36.3,27.1,0,1
2013,MN,Education,Some college or technical school,33.0,27.9,0,0
2013,MN,Income,"$15,000 - $24,999",34.3,29.3,0,0
2013,MN,Income,"$25,000 - $34,999",32.8,26.0,0,0
2013,MN,Income,"$35,000 - $49,999",35.9,28.3,0,1
2013,MN,Income,"$50,000 - $74,999",37.0,28.4,0,1
2013,MN,Income,"$75,000 or greater",39.3,22.7,0,1
2013,MN,Income,Data not reported,32.2,20.1,0,0
2013,MN,Income,"Less than $15,000",27.8,27.3,0,0
2013,MN,Race/Ethnicity,2 or more races,50.9,19.6,0,1
2013,MN,Race/Ethnicity,American Indian/Alaska Native,31.1,28.2,0,0
2013,MN,Race/Ethnicity,Asian,25.6,15.6,0,0
2013,MN,Race/Ethnicity,Hispanic,28.9,29.5,0,0
2013,MN,Race/Ethnicity,Non-Hispanic Black,34.8,32.0,1,1
2013,MN,Race/Ethnicity,Non-Hispanic White,36.5,25.2,0,1
2013,MN,Race/Ethnicity,Other,26.1,37.6,1,0
2013,MN,Sex,Female,28.5,23.8,0,0
2013,MN,Sex,Male,42.3,27.0,0,1
2013,MN,Total,Total,35.6,25.5,0,1
2013,MO,Age (years),18 - 24,28.0,20.0,0,0
2013,MO,Age (years),25 - 34,33.4,25.9,0,0
2013,MO,Age (years),35 - 44,30.4,39.1,1,0
2013,MO,Age (years),45 - 54,37.7,34.8,1,1
2013,MO,Age (years),55 - 64,37.4,34.6,1,1
2013,MO,Age (years),65 or older,40.1,26.7,0,1
2013,MO,Education,College graduate,37.3,23.1,0,1
2013,MO,Education,High school graduate,36.2,32.0,1,1
2013,MO,Education,Less than high school,31.3,31.3,0,0
2013,MO,Education,Some college or technical school,33.8,34.0,1,0
2013,MO,Income,"$15,000 - $24,999",32.9,32.3,1,0
2013,MO,Income,"$25,000 - $34,999",33.3,36.4,1,0
2013,MO,Income,"$35,000 - $49,999",39.3,30.8,0,1
2013,MO,Income,"$50,000 - $74,999",38.4,32.1,1,1
2013,MO,Income,"$75,000 or greater",39.4,28.0,0,1
2013,MO,Income,Data not reported,31.3,26.0,0,0
2013,MO,Income,"Less than $15,000",27.4,29.9,0,0
2013,MO,Race/Ethnicity,2 or more races,32.7,36.4,1,0
2013,MO,Race/Ethnicity,Hispanic,22.8,31.2,0,0
2013,MO,Race/Ethnicity,Non-Hispanic Black,34.4,38.9,1,0
2013,MO,Race/Ethnicity,Non-Hispanic White,35.8,29.6,0,1
2013,MO,Sex,Female,28.3,30.2,0,0
2013,MO,Sex,Male,41.9,30.7,0,1
2013,MO,Total,Total,35.1,30.4,0,1
2013,MS,Age (years),18 - 24,22.2,23.5,0,0
2013,MS,Age (years),25 - 34,33.7,35.0,1,0
2013,MS,Age (years),35 - 44,35.4,38.9,1,1
2013,MS,Age (years),45 - 54,31.6,46.2,1,0
2013,MS,Age (years),55 - 64,38.1,36.7,1,1
2013,MS,Age (years),65 or older,41.0,28.2,0,1
2013,MS,Education,College graduate,37.2,30.6,0,1
2013,MS,Education,High school graduate,32.8,38.2,1,0
2013,MS,Education,Less than high school,32.1,38.7,1,0
2013,MS,Education,Some college or technical school,34.9,32.7,1,1
2013,MS,Income,"$15,000 - $24,999",29.7,40.7,1,0
2013,MS,Income,"$25,000 - $34,999",34.0,32.5,1,0
2013,MS,Income,"$35,000 - $49,999",36.1,35.0,1,1
2013,MS,Income,"$50,000 - $74,999",37.8,33.9,1,1
2013,MS,Income,"$75,000 or greater",39.4,29.7,0,1
2013,MS,Income,Data not reported,34.5,28.8,0,0
2013,MS,Income,"Less than $15,000",30.6,41.2,1,0
2013,MS,Race/Ethnicity,Hispanic,41.5,35.3,1,1
2013,MS,Race/Ethnicity,Non-Hispanic Black,31.8,42.5,1,0
2013,MS,Race/Ethnicity,Non-Hispanic White,35.4,31.1,0,1
2013,MS,Sex,Female,29.6,36.4,1,0
2013,MS,Sex,Male,38.9,33.8,1,1
2013,MS,Total,Total,34.2,35.1,1,0
2013,MT,Age (years),18 - 24,26.8,10.4,0,0
2013,MT,Age (years),25 - 34,32.7,25.4,0,0
2013,MT,Age (years),35 - 44,35.9,26.9,0,1
2013,MT,Age (years),45 - 54,38.4,30.3,0,1
2013,MT,Age (years),55 - 64,42.4,27.7,0,1
2013,MT,Age (years),65 or older,39.8,23.4,0,1
2013,MT,Education,College graduate,38.0,20.5,0,1
2013,MT,Education,High school graduate,37.5,27.3,0,1
2013,MT,Education,Less than high school,30.4,24.2,0,0
2013,MT,Education,Some college or technical school,36.8,25.4,0,1
2013,MT,Income,"$15,000 - $24,999",36.3,25.6,0,1
2013,MT,Income,"$25,000 - $34,999",37.7,22.6,0,1
2013,MT,Income,"$35,000 - $49,999",38.8,27.8,0,1
2013,MT,Income,"$50,000 - $74,999",39.3,25.1,0,1
2013,MT,Income,"$75,000 or greater",40.5,22.5,0,1
2013,MT,Income,Data not reported,31.2,21.3,0,0
2013,MT,Income,"Less than $15,000",27.8,26.4,0,0
2013,MT,Race/Ethnicity,2 or more races,22.0,39.9,1,0
2013,MT,Race/Ethnicity,American Indian/Alaska Native,34.2,39.6,1,0
2013,MT,Race/Ethnicity,Hispanic,39.8,33.8,1,1
2013,MT,Race/Ethnicity,Non-Hispanic White,37.2,23.2,0,1
2013,MT,Sex,Female,30.1,23.1,0,0
2013,MT,Sex,Male,43.1,26.1,0,1
2013,MT,Total,Total,36.8,24.6,0,1
2013,NC,Age (years),18 - 24,27.6,16.9,0,0
2013,NC,Age (years),25 - 34,36.1,28.1,0,1
2013,NC,Age (years),35 - 44,37.7,31.1,0,1
2013,NC,Age (years),45 - 54,38.2,34.2,1,1
2013,NC,Age (years),55 - 64,37.4,37.0,1,1
2013,NC,Age (years),65 or older,40.2,25.7,0,1
2013,NC,Education,College graduate,36.8,22.7,0,1
2013,NC,Education,High school graduate,37.4,30.4,0,1
2013,NC,Education,Less than high school,35.7,35.2,1,1
2013,NC,Education,Some college or technical school,36.6,30.7,0,1
2013,NC,Income,"$15,000 - $24,999",35.5,33.2,1,1
2013,NC,Income,"$25,000 - $34,999",39.5,31.0,0,1
2013,NC,Income,"$35,000 - $49,999",37.9,32.9,1,1
2013,NC,Income,"$50,000 - $74,999",39.4,25.5,0,1
2013,NC,Income,"$75,000 or greater",38.8,25.7,0,1
2013,NC,Income,Data not reported,34.7,25.2,0,0
2013,NC,Income,"Less than $15,000",31.1,36.5,1,0
2013,NC,Race/Ethnicity,2 or more races,41.2,24.0,0,1
2013,NC,Race/Ethnicity,American Indian/Alaska Native,34.3,43.8,1,0
2013,NC,Race/Ethnicity,Asian,29.2,8.1,0,0
2013,NC,Race/Ethnicity,Hispanic,46.2,22.0,0,1
2013,NC,Race/Ethnicity,Non-Hispanic Black,33.9,40.4,1,0
2013,NC,Race/Ethnicity,Non-Hispanic White,37.1,27.2,0,1
2013,NC,Sex,Female,30.3,30.2,0,0
2013,NC,Sex,Male,43.3,28.6,0,1
2013,NC,Total,Total,36.7,29.4,0,1
2013,ND,Age (years),18 - 24,29.1,17.5,0,0
2013,ND,Age (years),25 - 34,36.5,28.4,0,1
2013,ND,Age (years),35 - 44,38.3,34.9,1,1
2013,ND,Age (years),45 - 54,37.5,36.7,1,1
2013,ND,Age (years),55 - 64,36.2,39.2,1,1
2013,ND,Age (years),65 or older,40.7,29.3,0,1
2013,ND,Education,College graduate,36.6,26.8,0,1
2013,ND,Education,High school graduate,36.6,32.0,1,1
2013,ND,Education,Less than high school,36.5,28.6,0,1
2013,ND,Education,Some college or technical school,36.7,33.4,1,1
2013,ND,Income,"$15,000 - $24,999",28.1,36.6,1,0
2013,ND,Income,"$25,000 - $34,999",35.3,35.1,1,1
2013,ND,Income,"$35,000 - $49,999",39.3,30.5,0,1
2013,ND,Income,"$50,000 - $74,999",40.4,30.2,0,1
2013,ND,Income,"$75,000 or greater",40.9,28.5,0,1
2013,ND,Income,Data not reported,31.9,30.0,0,0
2013,ND,Income,"Less than $15,000",31.1,30.1,0,0
2013,ND,Race/Ethnicity,American Indian/Alaska Native,33.4,36.1,1,0
2013,ND,Race/Ethnicity,Hispanic,28.4,33.6,1,0
2013,ND,Race/Ethnicity,Non-Hispanic White,36.9,31.2,0,1
2013,ND,Sex,Female,30.9,28.0,0,0
2013,ND,Sex,Male,41.7,33.7,1,1
2013,ND,Total,Total,36.6,31.0,0,1
2013,NE,Age (years),18 - 24,25.8,14.4,0,0
2013,NE,Age (years),25 - 34,34.4,26.4,0,0
2013,NE,Age (years),35 - 44,35.4,34.3,1,1
2013,NE,Age (years),45 - 54,39.2,34.0,1,1
2013,NE,Age (years),55 - 64,36.5,37.5,1,1
2013,NE,Age (years),65 or older,41.1,28.2,0,1
2013,NE,Education,College graduate,38.3,24.3,0,1
2013,NE,Education,High school graduate,35.0,30.9,0,1
2013,NE,Education,Less than high school,36.3,30.1,0,1
2013,NE,Education,Some college or technical school,34.7,32.1,1,0
2013,NE,Income,"$15,000 - $24,999",31.8,31.6,0,0
2013,NE,Income,"$25,000 - $34,999",38.7,30.8,0,1
2013,NE,Income,"$35,000 - $49,999",36.3,32.1,1,1
2013,NE,Income,"$50,000 - $74,999",37.2,30.5,0,1
2013,NE,Income,"$75,000 or greater",39.5,26.3,0,1
2013,NE,Income,Data not reported,30.5,28.1,0,0
2013,NE,Income,"Less than $15,000",31.7,29.9,0,0
2013,NE,Race/Ethnicity,2 or more races,28.3,34.5,1,0
2013,NE,Race/Ethnicity,American Indian/Alaska Native,32.7,37.2,1,0
2013,NE,Race/Ethnicity,Asian,24.6,12.9,0,0
2013,NE,Race/Ethnicity,Hispanic,37.8,30.1,0,1
2013,NE,Race/Ethnicity,Non-Hispanic Black,30.3,34.7,1,0
2013,NE,Race/Ethnicity,Non-Hispanic White,36.4,29.2,0,1
2013,NE,Sex,Female,30.2,28.4,0,0
2013,NE,Sex,Male,41.5,30.8,0,1
2013,NE,Total,Total,35.9,29.6,0,1
2013,NH,Age (years),18 - 24,27.9,12.8,0,0
2013,NH,Age (years),25 - 34,25.2,26.3,0,0
2013,NH,Age (years),35 - 44,35.4,31.0,0,1
2013,NH,Age (years),45 - 54,36.9,32.1,1,1
2013,NH,Age (years),55 - 64,38.2,28.5,0,1
2013,NH,Age (years),65 or older,41.3,25.5,0,1
2013,NH,Education,College graduate,36.6,22.3,0,1
2013,NH,Education,High school graduate,36.0,29.4,0,1
2013,NH,Education,Less than high school,29.8,33.5,1,0
2013,NH,Education,Some college or technical school,34.2,26.6,0,0
2013,NH,Income,"$15,000 - $24,999",36.2,29.5,0,1
2013,NH,Income,"$25,000 - $34,999",29.7,29.5,0,0
2013,NH,Income,"$35,000 - $49,999",36.1,28.7,0,1
2013,NH,Income,"$50,000 - $74,999",34.0,29.5,0,0
2013,NH,Income,"$75,000 or greater",39.8,23.3,0,1
2013,NH,Income,Data not reported,29.6,21.9,0,0
2013,NH,Income,"Less than $15,000",25.4,35.9,1,0
2013,NH,Race/Ethnicity,2 or more races,35.5,18.0,0,1
2013,NH,Race/Ethnicity,Hispanic,38.7,25.3,0,1
2013,NH,Race/Ethnicity,Non-Hispanic White,35.1,27.3,0,1
2013,NH,Race/Ethnicity,Other,35.4,27.8,0,1
2013,NH,Sex,Female,29.0,24.8,0,0
2013,NH,Sex,Male,40.8,28.7,0,1
2013,NH,Total,Total,35.0,26.7,0,1
2013,NJ,Age (years),18 - 24,26.4,14.4,0,0
2013,NJ,Age (years),25 - 34,36.6,23.7,0,1
2013,NJ,Age (years),35 - 44,37.1,28.3,0,1
2013,NJ,Age (years),45 - 54,37.2,31.5,0,1
2013,NJ,Age (years),55 - 64,36.9,29.2,0,1
2013,NJ,Age (years),65 or older,40.9,26.2,0,1
2013,NJ,Education,College graduate,38.8,19.1,0,1
2013,NJ,Education,High school graduate,36.6,29.1,0,1
2013,NJ,Education,Less than high school,33.2,35.5,1,0
2013,NJ,Education,Some college or technical school,34.9,28.1,0,1
2013,NJ,Income,"$15,000 - $24,999",37.3,27.6,0,1
2013,NJ,Income,"$25,000 - $34,999",37.4,27.1,0,1
2013,NJ,Income,"$35,000 - $49,999",35.3,31.6,0,1
2013,NJ,Income,"$50,000 - $74,999",38.4,28.0,0,1
2013,NJ,Income,"$75,000 or greater",38.4,24.3,0,1
2013,NJ,Income,Data not reported,33.2,21.4,0,0
2013,NJ,Income,"Less than $15,000",28.8,32.6,1,0
2013,NJ,Race/Ethnicity,2 or more races,22.7,38.3,1,0
2013,NJ,Race/Ethnicity,American Indian/Alaska Native,23.6,41.5,1,0
2013,NJ,Race/Ethnicity,Asian,32.7,10.4,0,0
2013,NJ,Race/Ethnicity,Hispanic,37.1,28.8,0,1
2013,NJ,Race/Ethnicity,Non-Hispanic Black,35.5,35.6,1,1
2013,NJ,Race/Ethnicity,Non-Hispanic White,37.0,26.0,0,1
2013,NJ,Race/Ethnicity,Other,34.9,21.0,0,1
2013,NJ,Sex,Female,29.8,24.9,0,0
2013,NJ,Sex,Male,43.1,27.8,0,1
2013,NJ,Total,Total,36.5,26.3,0,1
2013,NM,Age (years),18 - 24,26.8,15.4,0,0
2013,NM,Age (years),25 - 34,32.9,29.3,0,0
2013,NM,Age (years),35 - 44,38.0,30.7,0,1
2013,NM,Age (years),45 - 54,39.8,31.7,1,1
2013,NM,Age (years),55 - 64,39.1,29.0,0,1
2013,NM,Age (years),65 or older,38.6,20.5,0,1
2013,NM,Education,College graduate,37.7,18.3,0,1
2013,NM,Education,High school graduate,36.8,26.7,0,1
2013,NM,Education,Less than high school,34.8,34.5,1,1
2013,NM,Education,Some college or technical school,35.7,27.5,0,1
2013,NM,Income,"$15,000 - $24,999",36.0,29.5,0,1
2013,NM,Income,"$25,000 - $34,999",37.6,27.5,0,1
2013,NM,Income,"$35,000 - $49,999",39.0,26.9,0,1
2013,NM,Income,"$50,000 - $74,999",40.4,27.3,0,1
2013,NM,Income,"$75,000 or greater",39.0,21.6,0,1
2013,NM,Income,Data not reported,28.0,22.0,0,0
2013,NM,Income,"Less than $15,000",32.5,29.3,0,0
2013,NM,Race/Ethnicity,2 or more races,31.1,30.9,0,0
2013,NM,Race/Ethnicity,American Indian/Alaska Native,41.2,36.3,1,1
2013,NM,Race/Ethnicity,Asian,28.4,9.7,0,0
2013,NM,Race/Ethnicity,Hispanic,37.6,29.4,0,1
2013,NM,Race/Ethnicity,Non-Hispanic Black,36.7,35.5,1,1
2013,NM,Race/Ethnicity,Non-Hispanic White,34.2,21.9,0,0
2013,NM,Race/Ethnicity,Other,30.9,12.3,0,0
2013,NM,Sex,Female,30.3,27.1,0,0
2013,NM,Sex,Male,42.1,25.6,0,1
2013,NM,Total,Total,36.3,26.4,0,1
2013,NV,Age (years),18 - 24,24.2,11.2,0,0
2013,NV,Age (years),25 - 34,34.1,28.3,0,0
2013,NV,Age (years),35 - 44,38.4,31.0,0,1
2013,NV,Age (years),45 - 54,44.6,29.6,0,1
2013,NV,Age (years),55 - 64,44.7,28.5,0,1
2013,NV,Age (years),65 or older,41.6,23.9,0,1
2013,NV,Education,College graduate,37.2,21.4,0,1
2013,NV,Education,High school graduate,37.4,29.0,0,1
2013,NV,Education,Less than high school,39.6,27.7,0,1
2013,NV,Education,Some college or technical school,40.1,25.8,0,1
2013,NV,Income,"$15,000 - $24,999",33.7,25.1,0,0
2013,NV,Income,"$25,000 - $34,999",41.7,30.8,0,1
2013,NV,Income,"$35,000 - $49,999",39.0,29.4,0,1
2013,NV,Income,"$50,000 - $74,999",45.0,21.0,0,1
2013,NV,Income,"$75,000 or greater",41.0,26.7,0,1
2013,NV,Income,Data not reported,31.3,26.2,0,0
2013,NV,Income,"Less than $15,000",40.2,26.5,0,1
2013,NV,Race/Ethnicity,2 or more races,34.7,26.8,0,0
2013,NV,Race/Ethnicity,American Indian/Alaska Native,28.4,37.4,1,0
2013,NV,Race/Ethnicity,Asian,35.0,8.5,0,1
2013,NV,Race/Ethnicity,Hispanic,49.2,26.1,0,1
2013,NV,Race/Ethnicity,Non-Hispanic Black,36.0,39.0,1,1
2013,NV,Race/Ethnicity,Non-Hispanic White,36.0,26.4,0,1
2013,NV,Sex,Female,29.8,26.6,0,0
2013,NV,Sex,Male,46.8,25.9,0,1
2013,NV,Total,Total,38.6,26.2,0,1
2013,NY,Age (years),18 - 24,29.3,11.1,0,0
2013,NY,Age (years),25 - 34,31.2,22.5,0,0
2013,NY,Age (years),35 - 44,35.9,27.9,0,1
2013,NY,Age (years),45 - 54,38.8,30.3,0,1
2013,NY,Age (years),55 - 64,39.9,31.0,0,1
2013,NY,Age (years),65 or older,38.4,25.9,0,1
2013,NY,Education,College graduate,35.1,17.1,0,1
2013,NY,Education,High school graduate,36.4,28.2,0,1
2013,NY,Education,Less than high school,36.0,32.7,1,1
2013,NY,Education,Some college or technical school,36.0,28.0,0,1
2013,NY,Income,"$15,000 - $24,999",34.6,34.1,1,0
2013,NY,Income,"$25,000 - $34,999",37.9,25.6,0,1
2013,NY,Income,"$35,000 - $49,999",38.2,26.8,0,1
2013,NY,Income,"$50,000 - $74,999",39.0,24.6,0,1
2013,NY,Income,"$75,000 or greater",37.8,21.1,0,1
2013,NY,Income,Data not reported,31.4,20.7,0,0
2013,NY,Income,"Less than $15,000",32.1,29.1,0,0
2013,NY,Race/Ethnicity,2 or more races,36.6,28.9,0,1
2013,NY,Race/Ethnicity,American Indian/Alaska Native,40.6,18.4,0,1
2013,NY,Race/Ethnicity,Asian,30.7,8.4,0,0
2013,NY,Race/Ethnicity,Hispanic,36.1,30.0,0,1
2013,NY,Race/Ethnicity,Non-Hispanic Black,36.6,34.2,1,1
2013,NY,Race/Ethnicity,Non-Hispanic White,36.2,24.0,0,1
